movie_id,title_of_movie,my_rating,link_of_movie,Watch_Date,Release_Year
boxd.it,Pirates of the Caribbean: At World's End,,https://boxd.it/2aGu,2022-05-19,2007
boxd.it,Shrek the Third,,https://boxd.it/29yY,2022-05-19,2007
boxd.it,Zodiac,4.0,https://boxd.it/27MO,2022-05-19,2007
boxd.it,Ghost Rider,,https://boxd.it/290M,2022-05-19,2007
boxd.it,Happy Feet,,https://boxd.it/1XH0,2022-05-19,2006
boxd.it,Pirates of the Caribbean: Dead Man's Chest,,https://boxd.it/2bfk,2022-05-19,2006
boxd.it,Ice Age: The Meltdown,,https://boxd.it/2wRk,2022-05-19,2006
boxd.it,Cars,,https://boxd.it/29ho,2022-05-19,2006
boxd.it,V for Vendetta,3.5,https://boxd.it/29Ik,2022-05-19,2005
boxd.it,Harry Potter and the Goblet of Fire,,https://boxd.it/29Qo,2022-05-19,2005
boxd.it,Charlie and the Chocolate Factory,3.0,https://boxd.it/2b68,2022-05-19,2005
boxd.it,G.O.R.A.,,https://boxd.it/1sau,2022-05-19,2004
boxd.it,The Incredibles,,https://boxd.it/1XLm,2022-05-19,2004
boxd.it,Spider-Man 2,5.0,https://boxd.it/2a88,2022-05-19,2004
boxd.it,Harry Potter and the Prisoner of Azkaban,,https://boxd.it/29Qy,2022-05-19,2004
boxd.it,Shrek 2,,https://boxd.it/29z8,2022-05-19,2004
boxd.it,The Lord of the Rings: The Return of the King,,https://boxd.it/2b5u,2022-05-19,2003
boxd.it,Pirates of the Caribbean: The Curse of the Black Pearl,,https://boxd.it/70G,2022-05-19,2003
boxd.it,Finding Nemo,,https://boxd.it/72i,2022-05-19,2003
boxd.it,The Lord of the Rings: The Two Towers,,https://boxd.it/2b5E,2022-05-19,2002
boxd.it,Harry Potter and the Chamber of Secrets,,https://boxd.it/29QI,2022-05-19,2002
boxd.it,The Pianist,4.0,https://boxd.it/2aqc,2022-05-19,2002
boxd.it,Star Wars: Episode II – Attack of the Clones,,https://boxd.it/27V2,2022-05-19,2002
boxd.it,Spider-Man,,https://boxd.it/2a8i,2022-05-19,2002
boxd.it,The Lord of the Rings: The Fellowship of the Ring,,https://boxd.it/2b5O,2022-05-19,2001
boxd.it,Harry Potter and the Philosopher's Stone,,https://boxd.it/29QS,2022-05-19,2001
boxd.it,"Monsters, Inc.",,https://boxd.it/2a46,2022-05-19,2001
boxd.it,Shrek,,https://boxd.it/29zi,2022-05-19,2001
boxd.it,Cast Away,3.5,https://boxd.it/20i8,2022-05-19,2000
boxd.it,Gladiator,4.0,https://boxd.it/2b9m,2022-05-19,2000
boxd.it,Star Wars: Episode I – The Phantom Menace,,https://boxd.it/27Vc,2022-05-19,1999
boxd.it,The Game,3.5,https://boxd.it/26vC,2022-05-19,1997
boxd.it,The Shawshank Redemption,3.5,https://boxd.it/2aHi,2022-05-19,1994
boxd.it,Forrest Gump,4.0,https://boxd.it/728,2022-05-19,1994
boxd.it,Return of the Jedi,4.0,https://boxd.it/27Vm,2022-05-19,1983
boxd.it,The Empire Strikes Back,4.5,https://boxd.it/27Vw,2022-05-19,1980
boxd.it,Escape from Alcatraz,4.0,https://boxd.it/1Vwk,2022-05-19,1979
boxd.it,Star Wars,4.0,https://boxd.it/72s,2022-05-19,1977
boxd.it,One Flew Over the Cuckoo's Nest,4.0,https://boxd.it/2aeA,2022-05-19,1975
boxd.it,Donnie Darko,4.0,https://boxd.it/2b2A,2022-05-19,2001
boxd.it,Ex Machina,3.5,https://boxd.it/7T2k,2022-05-19,2015
boxd.it,Happy Death Day 2U,,https://boxd.it/ixt6,2022-05-19,2019
boxd.it,Knives Out,4.0,https://boxd.it/jWEA,2022-05-19,2019
boxd.it,Cube,3.0,https://boxd.it/2aoU,2022-05-19,1997
boxd.it,Don't Look Up,3.0,https://boxd.it/o0Hc,2022-05-19,2021
boxd.it,The Guilty,3.0,https://boxd.it/kOPW,2022-05-19,2021
boxd.it,The Power of the Dog,3.5,https://boxd.it/m99E,2022-05-19,2021
boxd.it,Dune,4.0,https://boxd.it/fA7G,2022-05-19,2021
boxd.it,Shang-Chi and the Legend of the Ten Rings,2.0,https://boxd.it/kLDI,2022-05-19,2021
boxd.it,The Suicide Squad,3.0,https://boxd.it/fw6O,2022-05-19,2021
boxd.it,Fear Street: 1978,3.0,https://boxd.it/lLBu,2022-05-19,2021
boxd.it,Space Jam: A New Legacy,1.0,https://boxd.it/dd9A,2022-05-19,2021
boxd.it,Fear Street: 1994,3.0,https://boxd.it/lLBk,2022-05-19,2021
boxd.it,The Tomorrow War,1.0,https://boxd.it/lE78,2022-05-19,2021
boxd.it,The Woman in the Window,2.0,https://boxd.it/iT56,2022-05-19,2021
boxd.it,Tenet,3.5,https://boxd.it/leq4,2022-05-19,2020
boxd.it,Palm Springs,3.5,https://boxd.it/lCXQ,2022-05-19,2020
boxd.it,Recep Ivedik 6,,https://boxd.it/nahm,2022-05-19,2019
boxd.it,Snatch,4.0,https://boxd.it/2b7U,2022-05-19,2000
boxd.it,No Strings Attached,,https://boxd.it/YUs,2022-05-19,2011
boxd.it,American Beauty,4.0,https://boxd.it/71Y,2022-05-19,1999
boxd.it,Eternal Sunshine of the Spotless Mind,3.5,https://boxd.it/6YK,2022-05-19,2004
boxd.it,Gone Girl,4.0,https://boxd.it/6hQu,2022-05-19,2014
boxd.it,Prisoners,4.0,https://boxd.it/4E5i,2022-05-20,2013
boxd.it,Chappie,3.0,https://boxd.it/5Y3e,2022-05-20,2015
boxd.it,All Good,,https://boxd.it/4v6m,2022-05-20,2012
boxd.it,Kill Bill: The Whole Bloody Affair,,https://boxd.it/eCrQ,2022-05-20,2004
boxd.it,Being John Malkovich,4.0,https://boxd.it/2ahu,2022-05-20,1999
boxd.it,Enemy,4.0,https://boxd.it/5xtO,2022-05-20,2013
boxd.it,"Synecdoche, New York",5.0,https://boxd.it/23zw,2022-05-21,2008
boxd.it,Green Street Hooligans,3.5,https://boxd.it/1ZA6,2022-05-21,2005
boxd.it,Sleeping with Other People,3.0,https://boxd.it/8WPm,2022-05-21,2015
boxd.it,Rush,4.0,https://boxd.it/3lyS,2022-05-21,2013
boxd.it,The Nice Guys,4.0,https://boxd.it/94Hg,2022-05-22,2016
boxd.it,Freedom Writers,3.5,https://boxd.it/28p2,2022-05-22,2007
boxd.it,Three Transitions,,https://boxd.it/epkW,2022-05-22,1973
boxd.it,Crashing,4.5,https://boxd.it/ndN6,2022-05-22,2016
boxd.it,Lady Bird,3.5,https://boxd.it/dGNE,2022-05-28,2017
boxd.it,Notting Hill,3.5,https://boxd.it/2aeK,2022-05-28,1999
boxd.it,Friends with Benefits,,https://boxd.it/DoK,2022-05-28,2011
boxd.it,Love & Other Drugs,,https://boxd.it/UIi,2022-05-28,2010
boxd.it,Hitch,,https://boxd.it/205o,2022-05-28,2005
boxd.it,The Lobster,,https://boxd.it/7tnw,2022-05-28,2015
boxd.it,6 Years,,https://boxd.it/awpm,2022-05-29,2015
boxd.it,Bad Teacher,,https://boxd.it/yXA,2022-06-02,2011
boxd.it,The Holiday,,https://boxd.it/28ye,2022-06-02,2006
boxd.it,Vanilla Sky,3.5,https://boxd.it/27TK,2022-06-02,2001
boxd.it,What Happens in Vegas,,https://boxd.it/1Zlq,2022-06-02,2008
boxd.it,Ocean's Eleven,,https://boxd.it/2aZm,2022-06-02,2001
boxd.it,Ocean's Twelve,,https://boxd.it/2aZ2,2022-06-02,2004
boxd.it,Ocean's Thirteen,,https://boxd.it/2aEy,2022-06-02,2007
boxd.it,Ocean's Eight,,https://boxd.it/eaai,2022-06-02,2018
boxd.it,Moneyball,3.5,https://boxd.it/glS,2022-06-02,2011
boxd.it,Meet Joe Black,3.5,https://boxd.it/2aEI,2022-06-02,1998
boxd.it,The Hangover,4.0,https://boxd.it/1GjK,2022-06-02,2009
boxd.it,The Hangover Part II,3.0,https://boxd.it/PZI,2022-06-02,2011
boxd.it,The Hangover Part III,3.0,https://boxd.it/3GNY,2022-06-02,2013
boxd.it,American Hustle,3.0,https://boxd.it/5dz8,2022-06-02,2013
boxd.it,Blood Diamond,3.5,https://boxd.it/28Tm,2022-06-02,2006
boxd.it,Catch Me If You Can,3.5,https://boxd.it/29VS,2022-06-02,2002
boxd.it,Wonder,4.0,https://boxd.it/ekeY,2022-06-02,2017
boxd.it,The 40 Year Old Virgin,3.0,https://boxd.it/21hK,2022-06-07,2005
boxd.it,The Perks of Being a Wallflower,4.0,https://boxd.it/2ZA8,2022-06-08,2012
boxd.it,"Love, Rosie",4.0,https://boxd.it/62hE,2022-06-08,2014
boxd.it,One Day,3.0,https://boxd.it/Asu,2022-06-08,2011
boxd.it,"Crazy, Stupid, Love.",4.0,https://boxd.it/D9A,2022-06-08,2011
boxd.it,Kill Bill: Vol. 1,4.0,https://boxd.it/70w,2022-06-08,2003
boxd.it,Kill Bill: Vol. 2,4.0,https://boxd.it/2au4,2022-06-08,2004
boxd.it,Focus,1.5,https://boxd.it/7zl2,2022-06-08,2015
boxd.it,Brother in Love,,https://boxd.it/moju,2022-06-08,2019
boxd.it,Brother in Love 2,,https://boxd.it/yjHg,2022-06-08,2021
boxd.it,Liar Liar,,https://boxd.it/28sg,2022-06-08,1997
boxd.it,The Invention of Lying,,https://boxd.it/1zGs,2022-06-08,2009
boxd.it,Passengers,,https://boxd.it/8lFu,2022-06-08,2016
boxd.it,Warcraft,,https://boxd.it/2czK,2022-06-08,2016
boxd.it,The Mountain II,,https://boxd.it/f7DI,2022-06-08,2016
boxd.it,The Mountain,,https://boxd.it/7f6G,2022-06-08,2012
boxd.it,Aquaman,,https://boxd.it/9ru0,2022-06-08,2018
boxd.it,The Man from U.N.C.L.E.,3.5,https://boxd.it/67lG,2022-06-08,2015
boxd.it,Pocket Hercules: Naim Suleymanoglu,3.0,https://boxd.it/oavA,2022-06-08,2019
boxd.it,Journey 2: The Mysterious Island,,https://boxd.it/2o8m,2022-06-08,2012
boxd.it,The Magnificent Seven,3.0,https://boxd.it/aZAy,2022-06-08,2016
boxd.it,Now You See Me,,https://boxd.it/2Bsu,2022-06-08,2013
boxd.it,Now You See Me 2,,https://boxd.it/99fw,2022-06-08,2016
boxd.it,Stranger in My Pocket,,https://boxd.it/hW3g,2022-06-08,2018
boxd.it,Jumanji: Welcome to the Jungle,,https://boxd.it/bUeE,2022-06-08,2017
boxd.it,The Last Dance,4.5,https://boxd.it/pVfc,2022-06-08,2020
boxd.it,Jack Reacher: Never Go Back,2.0,https://boxd.it/buAY,2022-06-08,2016
boxd.it,Fun with Dick and Jane,,https://boxd.it/20PG,2022-06-08,2005
boxd.it,The Last Airbender,0.5,https://boxd.it/1WQK,2022-06-08,2010
boxd.it,Transformers,,https://boxd.it/280c,2022-06-08,2007
boxd.it,Transformers: Revenge of the Fallen,,https://boxd.it/20gG,2022-06-08,2009
boxd.it,Transformers: Dark of the Moon,,https://boxd.it/16aC,2022-06-08,2011
boxd.it,Transformers: Age of Extinction,2.0,https://boxd.it/3d1m,2022-06-08,2014
boxd.it,The Boy Who Harnessed the Wind,3.0,https://boxd.it/hIgA,2022-06-08,2019
boxd.it,Uncut Gems,4.0,https://boxd.it/gXGc,2022-06-08,2019
boxd.it,Patch Adams,4.0,https://boxd.it/1Wzk,2022-06-08,1998
boxd.it,Public Enemies,3.0,https://boxd.it/1U8m,2022-06-16,2009
boxd.it,The Matrix,4.0,https://boxd.it/2a1m,2022-06-17,1999
boxd.it,Oldboy,4.5,https://boxd.it/29R2,2022-06-26,2003
boxd.it,The Devil Wears Prada,4.0,https://boxd.it/2awE,2022-06-28,2006
boxd.it,Gifted,,https://boxd.it/e5dG,2022-06-28,2017
boxd.it,Into the Wild,4.0,https://boxd.it/22m2,2022-06-29,2007
boxd.it,When We First Met,3.0,https://boxd.it/fn3G,2022-06-30,2018
boxd.it,Happy Death Day,3.0,https://boxd.it/fDz4,2022-06-30,2017
boxd.it,The Martian,4.0,https://boxd.it/8SeG,2022-06-30,2015
boxd.it,My All American,4.0,https://boxd.it/b2JI,2022-07-06,2015
boxd.it,Thor: Love and Thunder,1.5,https://boxd.it/mMAY,2022-07-12,2022
boxd.it,Another Round,4.5,https://boxd.it/lkba,2022-07-12,2020
boxd.it,The Edge of Seventeen,3.0,https://boxd.it/d5nu,2022-07-12,2016
boxd.it,What's Your Number?,2.5,https://boxd.it/6P4,2022-07-13,2011
boxd.it,Rise of the Planet of the Apes,3.5,https://boxd.it/cS4,2022-07-15,2011
boxd.it,Dawn of the Planet of the Apes,3.5,https://boxd.it/3XyQ,2022-07-15,2014
boxd.it,War for the Planet of the Apes,3.0,https://boxd.it/8FE2,2022-07-15,2017
boxd.it,There Will Be Blood,4.0,https://boxd.it/20Z2,2022-07-17,2007
boxd.it,Schumacher,,https://boxd.it/wk2k,2022-07-17,2021
boxd.it,The Black Phone,3.5,https://boxd.it/sqFE,2022-07-17,2021
boxd.it,Death on the Nile,2.0,https://boxd.it/ifpg,2022-07-19,2022
boxd.it,10 Things I Hate About You,3.5,https://boxd.it/23AO,2022-07-20,1999
boxd.it,Kingdom of Heaven,4.0,https://boxd.it/28Gs,2022-07-21,2005
boxd.it,The Grand Budapest Hotel,4.5,https://boxd.it/3ZqO,2022-07-22,2014
boxd.it,The Last Duel,4.0,https://boxd.it/mQbe,2022-07-23,2021
boxd.it,Murder on the Orient Express,3.0,https://boxd.it/dHjA,2022-07-24,2017
boxd.it,Get Out,4.0,https://boxd.it/eOCm,2022-07-24,2017
boxd.it,The Gentlemen,4.0,https://boxd.it/iYBQ,2022-07-25,2019
boxd.it,Aladdin,0.5,https://boxd.it/eSjy,2022-07-25,2019
boxd.it,King Arthur: Legend of the Sword,3.0,https://boxd.it/8lDS,2022-07-25,2017
boxd.it,Split,3.5,https://boxd.it/dgSy,2022-07-25,2016
boxd.it,The Queen's Gambit,4.0,https://boxd.it/s1Ym,2022-07-25,2020
boxd.it,Creating The Queen's Gambit,,https://boxd.it/ttHA,2022-07-25,2021
boxd.it,Clueless,4.5,https://boxd.it/1Ygk,2022-07-25,1995
boxd.it,Kung Fu Panda 2,,https://boxd.it/G36,2022-07-27,2011
boxd.it,Kung Fu Panda 3,,https://boxd.it/4uRQ,2022-07-27,2016
boxd.it,Wonder Woman,,https://boxd.it/9roG,2022-07-27,2017
boxd.it,Pitch Perfect,,https://boxd.it/3OsE,2022-07-27,2012
boxd.it,Atonement,3.5,https://boxd.it/24ui,2022-07-29,2007
boxd.it,Monte Carlo,2.5,https://boxd.it/hqk,2022-07-29,2011
boxd.it,Alice Through the Looking Glass,,https://boxd.it/75Yo,2022-07-29,2016
boxd.it,Mean Girls,4.0,https://boxd.it/1VNg,2022-07-29,2004
boxd.it,Here Comes the Boom,3.0,https://boxd.it/37pM,2022-07-30,2012
boxd.it,Home Team,,https://boxd.it/uObC,2022-07-30,2022
boxd.it,True Memoirs of an International Assassin,,https://boxd.it/bhEo,2022-07-30,2016
boxd.it,Sing Street,4.0,https://boxd.it/cOo6,2022-08-01,2016
boxd.it,"Extremely Wicked, Shockingly Evil and Vile",4.0,https://boxd.it/glCG,2022-08-01,2019
boxd.it,The Croods,,https://boxd.it/FRE,2022-08-01,2013
boxd.it,Wreck-It Ralph,4.0,https://boxd.it/2TTS,2022-08-01,2012
boxd.it,Madagascar 3: Europe's Most Wanted,,https://boxd.it/2NF6,2022-08-01,2012
boxd.it,Madagascar: Escape 2 Africa,,https://boxd.it/1W2K,2022-08-01,2008
